title,text,author,source,lineCount,avgChar,attribution
"                    ""I shall go back again to the bleak shore""                ","
I shall go back again to the bleak shore
And build a little shanty on the sand,
In such a way that the extremest band
Of brittle seaweed will escape my door
But by a yard or two; and nevermore
Shall I return to take you by the hand;
I shall be gone to what I understand,
And happier than I ever was before.
The love that stood a moment in your eyes,
The words that lay a moment on your tongue,
Are one with all that in a moment dies,
A little under-said and over-sung.
But I shall find the sullen rocks and skies
Unchanged from what they were when I was young.
",Edna St. Vincent Millay,Poetry Foundation,16.0,34.25,
"                    ""Loving you less than life, a little less""                ","
Loving you less than life, a little less
Than bitter-sweet upon a broken wall
Or brush-wood smoke in autumn, I confess
I cannot swear I love you not at all.
For there is that about you in this light—
A yellow darkness, sinister of rain—
Which sturdily recalls my stubborn sight
To dwell on you, and dwell on you again.
And I am made aware of many a week
I shall consume, remembering in what way
Your brown hair grows about your brow and cheek
And what divine absurdities you say:
Till all the world, and I, and surely you,
Will know I love you, whether or not I do.
 
",Edna St. Vincent Millay,Poetry Foundation,17.0,32.588235294117645,
"                    ""I, being born a woman and distressed""                ","
I, being born a woman and distressed
By all the needs and notions of my kind,
Am urged by your propinquity to find
Your person fair, and feel a certain zest
To bear your body’s weight upon my breast:
So subtly is the fume of life designed,
To clarify the pulse and cloud the mind,
And leave me once again undone, possessed.
Think not for this, however, the poor treason
Of my stout blood against my staggering brain,
I shall remember you with love, or season
My scorn with pity,—let me make it plain:
I find this frenzy insufficient reason
For conversation when we meet again.
",Edna St. Vincent Millay,Poetry Foundation,16.0,35.25,
"                    ""Still will I harvest beauty where it grows""                ","
Still will I harvest beauty where it grows:
In coloured fungus and the spotted fog
Surprised on foods forgotten; in ditch and bog
Filmed brilliant with irregular rainbows
Of rust and oil, where half a city throws
Its empty tins; and in some spongy log
Whence headlong leaps the oozy emerald frog. . . .
And a black pupil in the green scum shows.
Her the inhabiter of divers places
Surmising at all doors, I push them all.
Oh, you that fearful of a creaking hinge
Turn back forevermore with craven faces,
I tell you Beauty bears an ultra fringe
Unguessed of you upon her gossamer shawl!
 
",Edna St. Vincent Millay,Poetry Foundation,17.0,33.76470588235294,
"                    ""Euclid alone has looked on Beauty bare.""                ","
Euclid alone has looked on Beauty bare.
Let all who prate of Beauty hold their peace,
And lay them prone upon the earth and cease
To ponder on themselves, the while they stare
At nothing, intricately drawn nowhere
In shapes of shifting lineage; let geese
Gabble and hiss, but heroes seek release
From dusty bondage into luminous air.
O blinding hour, O holy, terrible day,
When first the shaft into his vision shone
Of light anatomized! Euclid alone
Has looked on Beauty bare. Fortunate they
Who, though once only and then but far away,
Have heard her massive sandal set on stone.
",Edna St. Vincent Millay,Poetry Foundation,16.0,35.5,
"                    ""The white bark writhed and sputtered like a fish""                ","
The white bark writhed and sputtered like a fish
Upon the coals, exuding odorous smoke
She knelt and blew, in a surging desolate wish
For comfort; and the sleeping ashes woke
And scattered to the hearth, but no thin fire
Broke suddenly, the wood was wet with rain.
Then, softly stepping forth from her desire,
(Being mindful of like passion hurled in vain
Upon a similar task, in other days)
She thrust her breath against the stubborn coal,
Bringing to bear upon its hilt the whole
Of her still body. . . there sprang a little blaze. . .
A pack of hounds, the flame swept up the flue!—
And the blue night stood flattened against the window,
     staring through.
 
",Edna St. Vincent Millay,Poetry Foundation,18.0,36.11111111111112,
"                    ""She had forgotten how the August night""                ","
She had forgotten how the August night
Was level as a lake beneath the moon,
In which she swam a little, losing sight
Of shore; and how the boy, who was at noon
Simple enough, not different from the rest,
Wore now a pleasant mystery as he went,
Which seemed to her an honest enough test
Whether she loved him, and she was content.
So loud, so loud the million crickets’ choir. . .
So sweet the night, so long-drawn-out and late. . .
And if the man were not her spirit’s mate,
Why was her body sluggish with desire?
Stark on the open field the moonlight fell,
But the oak tree’s shadow was deep and black and
     secret as a well.
 
",Edna St. Vincent Millay,Poetry Foundation,18.0,34.333333333333336,
                    Fragmentary Blue                ,"
Why make so much of fragmentary blue
In here and there a bird, or butterfly,
Or flower, or wearing-stone, or open eye,
When heaven presents in sheets the solid hue?
 
Since earth is earth, perhaps, not heaven (as yet)—
Though some savants make earth include the sky;
And blue so far above us comes so high,
It only gives our wish for blue a whet.
 
",Robert Frost,Poetry Foundation,12.0,28.33333333333333,
                    Nothing Gold Can Stay                ,"
Nature’s first green is gold,
Her hardest hue to hold.
Her early leaf’s a flower;
But only so an hour.
Then leaf subsides to leaf.
So Eden sank to grief,
So dawn goes down to day.
Nothing gold can stay.
 
",Robert Frost,Poetry Foundation,11.0,17.90909090909091,
                    Invective Against Swans                ,"
The soul, O ganders, flies beyond the parks
And far beyond the discords of the wind.
 
A bronze rain from the sun descending marks
The death of summer, which that time endures
 
Like one who scrawls a listless testament
Of golden quirks and Paphian caricatures,
 
Bequeathing your white feathers to the moon
And giving your bland motions to the air.
 
Behold, already on the long parades
The crows anoint the statues with their dirt.
 
And the soul, O ganders, being lonely, flies
Beyond your chilly chariots, to the skies.
 
",Wallace Stevens,Poetry Foundation,20.0,25.45,
                    Nuances of a Theme by Williams                ,"
It’s a strange courageyou give me, ancient star:
 Shine alone in the sunrisetoward which you lend no part!
 
                          I
Shine alone, shine nakedly, shine like bronze,
that reflects neither my face nor any inner part
of my being, shine like fire, that mirrors nothing.
 
                         II
Lend no part to any humanity that suffuses
you in its own light.
Be not chimera of morning,
Half-man, half-star.
Be not an intelligence,
Like a widow’s bird
Or an old horse.
 
",Wallace Stevens,Poetry Foundation,19.0,25.0,
                    The Wind Shifts                ,"
This is how the wind shifts:
Like the thoughts of an old human,
Who still thinks eagerly
And despairingly.
The wind shifts like this:
Like a human without illusions,
Who still feels irrational things within her.
The wind shifts like this:
Like humans approaching proudly,
Like humans approaching angrily.
This is how the wind shifts:
Like a human, heavy and heavy,
Who does not care.
",Wallace Stevens,Poetry Foundation,15.0,24.8,
                    The Death of a Soldier                ,"
Life contracts and death is expected,
As in a season of autumn.
The soldier falls.
 
He does not become a three-days personage,
Imposing his separation,
Calling for pomp.
 
Death is absolute and without memorial,
As in a season of autumn,
When the wind stops,
 
When the wind stops and, over the heavens,
The clouds go, nevertheless,
In their direction.
 
",Wallace Stevens,Poetry Foundation,18.0,18.944444444444443,
                    With a Coat                ,"
I was cold and leaned against the big oak tree
as if it were my mother wearing a rough apron
of bark, her upraised arms warning of danger.
Through those boughs and leaves I saw
dark patches of sky. I thought a brooding
witch waited to catch me up from under
branches and take me, careening on her broom,
to her home in the jaundiced moon.
I looked to the roof of mom and dad's house
and wondered if the paisley couch patterns
would change during the day. My brother peeked
from a window and waved. When the bus came,
I pawed away from the trunk, fumbled,
and took my first step toward not returning.
",Dante Di Stefano,Poetry Foundation,16.0,36.6875,
                    Cradle Thief                ,"
""A cradle thief,"" my mother called the man
we'd see in shops, cafes, parks, even church,
with ""that poor girl"" beside him. Hand in hand,
they'd walk as if they didn't feel the scorch
of people's stares. The day we saw him press
his lips to hers, my mother blocked my eyes
as if his mouth (I longed for my first kiss)
against her mouth was smothering her cries.
All week, I ran a fever that wouldn't break.
""A cradle thief""—a voice I only half
knew as my own surprised me in the dark,
my sick-bed wet with shivers. ""A cradle thief,""
I said again, as if the words could will
my window broken, footprint on the sill.
 
",Caitlin Doyle,Poetry Foundation,17.0,35.411764705882355,
                    A Poem of Love in Eleven Lines                ,"
Dreamer of purified fury and fabulous habit,
your eyes of deserted white afternoons
target, stiffen, riot with unicorn candor
so I swallow your body like meanings or whisky or as you swallow me.
 
Break rhythm here:      your kiss is my justice:
look then now how orange blooms of jubilation unfold in satisfied air!
This sex is more than sex, under the will of the God of sex,
so I softly invoke transformation of your rueful image of haven
–those frozen rocks, that guilty lighthouse isolate from temptation–
to warm Flemish landscape green and brighteyed with daisies of
     dizzying color
where pilgrims are dancing after gospelling bird who sing of
      new springs, good water.
 
",Gerrit Lansing,Poetry Foundation,17.0,39.64705882352941,
                    Knowledge                ,"
Now that I know
How passion warms little
Of flesh in the mould,
And treasure is brittle,—
 
I’ll lie here and learn
How, over their ground,
Trees make a long shadow
And a light sound.
 
",Louise Bogan,Poetry Foundation,12.0,14.75,
                    The Alchemist                ,"
 I burned my life, that I might find
A passion wholly of the mind,
Thought divorced from eye and bone,
Ecstasy come to breath alone.
I broke my life, to seek relief
From the flawed light of love and grief.
 
With mounting beat the utter fire
Charred existence and desire.
It died low, ceased its sudden thresh.
I had found unmysterious flesh—
Not the mind’s avid substance—still
Passionate beyond the will.
 
 
",Louise Bogan,Poetry Foundation,17.0,23.352941176470587,
                    Song                ,"
Love me because I am lost;
Love me that I am undone.
That is brave,—no man has wished it,
Not one.
 
Be strong, to look on my heart
As others look on my face.
Love me,—I tell you that it is a ravaged
Terrible place.
 
",Louise Bogan,Poetry Foundation,12.0,17.416666666666668,
                    Sonnets by the Night-Sea (VI)                ,"
The wind of night is mighty on the deep—
     A presence haunting sea and land again.
     That wind upon the watery waste hath been;
That wind upon the desert soon shall sweep.
O vast and mournful spirit, wherefore keep
     Thy vigil at the fleeting homes of men,
     Who need no voice of thine to tell them when
Is come the hour to labor or to sleep?
 
From waste to waste thou goest, and art dumb
     Before the morning. Patient in her tree
          The bird awaits until thy strength hath passed,
Forgetting darkness when the day is come.
     With other tidings hast thou burdened me,
          Whom desolations harbor at the last.
 
",George Sterling,Poetry Foundation,18.0,34.888888888888886,
                    The Racer                ,"
I saw the racer coming to the jump,
     Staring with fiery eyeballs as he rusht,
I heard the blood within his body thump,
     I saw him launch, I heard the toppings crusht.
And as he landed I beheld his soul
     Kindle, because, in front, he saw the Straight
With all its thousands roaring at the goal,
     He laughed, he took the moment for his mate.
Would that the passionate moods on which we ride
     Might kindle thus to oneness with the will;
Would we might see the end to which we stride,
     And feel, not strain in struggle, only thrill,
And laugh like him and know in all our nerves
Beauty, the spirit, scattering dust and turves.
 
",John Masefield,Poetry Foundation,17.0,37.35294117647059,
                    Happiness                ,"
Abandoned house roofless three walls
no floor a ruin if you think house—
 
to brown towhees a place to scratch
in the leaves for bugs and worms,
 
for the male to sing a territorial song
from what remains of the chimney—
 
an imagination problem like the time
friends said we must be very happy
 
in the beautiful house we built because
they couldn't see the ruins inside us.
",Richard Jarrette,Poetry Foundation,16.0,22.6875,
                    The View from There                ,"
Where in the world
does my mother go, eyes
shut so tight her lower lashes
curl in toward a view
that's hers alone?
Yesterday she told
me—after the rains, the windscame, and this morning
that's what they do.
",Pauletta Hansel,Poetry Foundation,10.0,20.0,
                    the name before the name before mine                ,"
 the unknown has hold of me and its grip is strong as honey on the underside of a spoon   
 
the unknown i mean is not the usual one the future the tomorrow of survival         
 
but the past and what happened in the name of the name after mine and in the name of the name before mine     
 
i do not know enough to speak i do not know enough to remain silent        
 
there is a fear that holds me and it sounds like wind it sounds like katydids in catalpa        
 
ah the tall grass of the days before i knew there was a before me    
 
where do i live if there’s no home remaining
 
where do i live if the home i helped build can never be mine and the one i was born into never was         
 
",Jay Besemer,Poetry Foundation,18.0,38.0,
                    senses of heritage                ,"
my grandpa waz a doughboy from carolina
the other a garveyite from lakewood
i got talked to abt the race & achievement
bout color & propriety/
nobody spoke to me about the moon
 
daddy talked abt music & mama bout christians
my sisters/ we
always talked & talked
there waz never quiet
trees were status symbols
 
i’ve taken to fog/
the moon still surprisin me
 
",Ntozake Shange,Poetry Foundation,17.0,20.47058823529412,
                    Turning Over                ,"
In zero cold the engine's slow
to turn over, coughing
awake like my father sitting on the edge
of the bed staring at the blue linoleum floor,
coughing again, lifting his heavy body
into another day on the railroad section gang,
the icy wind through Lehigh Gap blasting
down on him as he raises the sledge hammer
and strains against the crowbar.
But now he's drinking coffee,
looking toward the dark window,
thinking of what?
Maybe watching Friday Night Fights
or ordering tomato seeds,
maybe the ghostly face in the window
staring back at him.
",Paul Martin,Poetry Foundation,18.0,29.38888888888889,
                    Taking Turns                ,"
I pass a woman on the beach.
We both wear graying hair,
feel sand between our toes,
hear surf, and see blue sky.
I came with a smile.
She came to get one.
No.  I'm wrong.
She sits on a boulder
by a cairn of stacked rocks.
Hands over her heart,
she stares out to sea.
Today's my turn to hold the joy,
hers the sorrow.
",Jeanie Greensfelder,Poetry Foundation,15.0,20.33333333333333,
                    Decorating a Cake While Listening to Tennis                ,"
The commentator's rabbiting on and on
about how it's so easy for Roger, resentment
thick as butter still in a box. Yet word
from those who've done their homework
is how the man loves to train—how much
he relishes putting in the hours
just as magicians shuffle card after card,
countless to mere humans
but carefully all accounted for.
At hearing ""luck"" again, I stop
until my hands relax their clutch
on the cone from which a dozen more
peonies are to materialize. I make it look easy
to grow a garden on top of a sheet
of fondant, and that's how it should appear:
as natural and as meant-to-be
as the spin of a ball from the sweetest spot
of a racquet whisked through the air like a wand.
",Peg Duthie,Poetry Foundation,20.0,33.65,
                    The Doll Museum                ,"
The stone dolls, found in an Egyptian tomb,
are eyeless, armless, heavy for a child
to hold. Not like the dolls that lined the room
my sister and I shared, their bodies light
and made for being bent, their eyelids mobile,
hair that tangled with our own. ""At night,""
our father winked at us, ""they come to life.""
We never pressed our cheeks against cold stone
as pharoah's daughters did. The doctor's knife
could not have caught my sister more off-guard
or left me less alone; I had my dolls.
Though, soon, they lay on tables in the yard
with price tags. Even then they looked alive,
survivors with no sickness to survive.
",Caitlin Doyle,Poetry Foundation,16.0,38.0625,
                    Symbiosis                ,"
I sit with my thermos of coffee on the mall:
a mile-long promenade, arcades of elms
flanking a generous aliquot of benches.
 
But at this early hour it starts to dawn:
I am the only one without a dog.
So, a witness to an ancient symbiosis,
as it's evolved within a modern city:
 
The dogs, I note, are smaller, the owners
less ferocious. The former sniff then poop,
the latter, like potty-training parents, pat their heads,
gather it in plastic doggy-bags.
 
It's no longer for the hunt or for protection;
both species have adapted to survive
hard loneliness inside a small apartment.
 
",Kenneth Lee,Poetry Foundation,20.0,28.5,
                    Crazy Jane Talks with the Bishop                ,"
I met the Bishop on the road
And much said he and I.
`Those breasts are flat and fallen now
Those veins must soon be dry;
Live in a heavenly mansion,
Not in some foul sty.'
`Fair and foul are near of kin,
And fair needs foul,' I cried.
'My friends are gone, but that's a truth
Nor grave nor bed denied,
Learned in bodily lowliness
And in the heart's pride.
`A woman can be proud and stiff
When on love intent;
But Love has pitched his mansion in
The place of excrement;
For nothing can be sole or whole
That has not been rent.'
",William Butler Yeats,Poetry Foundation,20.0,25.55,
                    Imagined Room                ,"

",Barbara Guest,Poetry Foundation,3.0,0.3333333333333333,
                    A Farewell                ,"
Good-bye!—no, do not grieve that it is over,
   The perfect hour;
That the winged joy, sweet honey-loving rover,
   Flits from the flower.
Grieve not—it is the law. Love will be flying—
   Yes, love and all.
Glad was the living—blessed be the dying.
   Let the leaves fall.
",Harriet Monroe,Poetry Foundation,10.0,26.7,
                    Primer                ,"
In the sixth grade I was chased home by
the Gatlin kids, three skinny sisters
in rolled-down bobby socks. HissingBrainiac! and Mrs. Stringbean!, they trod my heel.
I knew my body was no big deal
but never thought to retort: who's
calling who skinny? (Besides, I knew
they'd beat me up.) I survived
their shoves across the schoolyard
because my five-foot-zero mother drove up
in her Caddie to shake them down to size.
Nothing could get me into that car.
I took the long way home, swore
I'd show them all: I would grow up.
",Rita Dove,Poetry Foundation,15.0,33.93333333333333,
                    Dawn Revisited                ,"
Imagine you wake up
with a second chance: The blue jay
hawks his pretty wares
and the oak still stands, spreading
glorious shade. If you don't look back,
the future never happens.
How good to rise in sunlight,
in the prodigal smell of biscuits -
eggs and sausage on the grill.
The whole sky is yours
to write on, blown open
to a blank page. Come on,
shake a leg! You'll never know
who's down there, frying those eggs,
if you don't get up and see.
",Rita Dove,Poetry Foundation,17.0,25.47058823529412,
                    Going Deaf                ,"
No matter how she tilts her head to hear
she sees the irritation in their eyes.
She knows how they can read a small rejection,
a little judgment, in every What did you say?
So now she doesn’t say What? or Come again?
She lets the syllables settle, hoping they form
some sort of shape that she might recognize.
When they don’t, she smiles with everyone else,
and then whoever was talking turns to her
and says, “Break wooden coffee, don’t you know?”
She pulls all she can focus into the face
to know if she ought to nod or shake her head.
In that long space her brain talks to itself.
The person may turn away as an act of mercy,
leaving her there in a room full of understanding
with nothing to cover her, neither sound nor silence .
",Miller Williams,Poetry Foundation,18.0,39.94444444444444,
                    Me and Bubble went to Memphis                ,"

",Thylias Moss,Poetry Foundation,3.0,0.3333333333333333,
                    Garbage Truck                ,"
After it lifts the army-green, stuffed
dumpster over its head and the trash
falls to the receptacle, it hulks
backward with a cadenced beep as if
to say, get out the fucking way, please.
",Paul Martínez Pompa,Poetry Foundation,7.0,26.142857142857142,
                    Poet                ,"
The wind dying, I find a city deserted, except for crowds of
people moving and standing.
 
 
    Those standing resemble stories, like stones, coal from the
death of plants, bricks in the shape of teeth.
 
 
    I begin now to write down all the places I have not been—
starting with the most distant.
 
 
    I build houses that I will not inhabit.
",Keith Waldrop,Poetry Foundation,15.0,22.53333333333333,
                    Autobiography                ,"
we didn’t really speak
my summer wants to answer
the architecture doesn’t matter
this is not my real life
when I am here I want to know
why do I believe what I was taught
a storm is on the way
close all the windows
begin at the earliest hour
is there a self
",Kazim Ali,Poetry Foundation,12.0,20.75,
                    The Rooster                ,"
Crows and struts.
He’s got feathers!
He’s got guts!
Oh, the rooster
struts and crows.
What’s he thinking?
No one knows.
",David Elliott,Poetry Foundation,9.0,12.666666666666666,
                    Watch Your Step                ,"
It's a bug's world of intrigue and mystery,
with humans a blip in their history.
So when insects flitter and scurry past us
Take note, because they may outlast us!
",Leslie Bulion,Poetry Foundation,6.0,26.83333333333333,
                    The Metaphysical Countrygirl                ,"
You, functional space
variants in voltage, the only light
Transitory effect of Love
several different lights
Sustain
Sustain them
you sustain them.
",Omar Pérez,Poetry Foundation,9.0,15.77777777777778,
                    Congregations                ,"
One fisherman alongside the other
one seagull alongside the other
seagulls over the fishermen.
 
",Omar Pérez,Poetry Foundation,6.0,15.666666666666666,
                    To the New Year                ,"
With what stillness at last
you appear in the valley
your first sunlight reaching down
to touch the tips of a few
high leaves that do not stir
as though they had not noticed
and did not know you at all
then the voice of a dove calls
from far away in itself
to the hush of the morning
so this is the sound of you
here and now whether or not
anyone hears it this is
where we have come with our age
our knowledge such as it is
and our hopes such as they are
invisible before us
untouched and still possible
",W. S. Merwin,Poetry Foundation,20.0,24.35,
                    Before                ,"
The butterfly was there
before any human art was made.
Before cathedrals rose in prayer,
the butterfly was there.
Before pyramids pierced the air
or Great Wall stones were laid,
the butterfly was there.
Before any human, art was made.
",Avis Harley,Poetry Foundation,10.0,22.8,
                    Night Luck                ,"
Night is deep in a dark box
deep in a cushion of down
nestled in tissue
tied with ribbons
Night is asleep in the dark
 
Night wakes with curious paws
wakes in a furry fog
wrestles the tissue
nibbles the ribbons
Night is awake in the dark
 
Night tumbles in velvet directions
tumbles along to your bed
sniffing your wishes
wagging your worries
Night is a friend in the dark
",Heidi Mordhorst,Poetry Foundation,19.0,18.789473684210527,
                    Defrosting the Freezer                ,"
One container of spaghetti sauce
Grandma made before she died.
Two old pieces of wedding cake
you couldn’t pay me to eat.
Three snowballs from last winter
slightly deformed, no longer fluffy.
Four small flounder from the time
Grandpa took me deep-sea fishing.
Everything coated with a thick
white layer of sadness.
",Ralph Fletcher,Poetry Foundation,12.0,25.5,
                    Are We There Yet?                ,"
My foot’s
asleep,
my seat
is sore.
You said
“another hour”
before.
You say
“an hour”
every
time.
Your
hours
are much
longer
than
mine.
",David L. Harrison,Poetry Foundation,19.0,6.2631578947368425,
                    April Gale                ,"
Oh, how the wind howls,
howls the blossoms from the boughs;
 
Oh how the boughs bend,
bend and willow to the ground;
 
Oh, how the ground wells,
wells with blossoms blown to hills;
 
Oh, how the hills sound,
sound a whisper pink and loud.
",Heidi Mordhorst,Poetry Foundation,13.0,17.615384615384617,
                    Autumn's Way                ,"
In their yellow-most goings,
leaves of maple
ride breezes to the ground.
You can hear their sound
each autumn afternoon
as the crisp air cuts
through the trees
and hurries us along
the golden sidewalks
home.
 
",Charles Ghigna,Poetry Foundation,13.0,15.384615384615383,
                    Wake                ,"
The casseroles just showed up.
According to her sister a symbolic casting
 
of the feminine, not gender but physics, dear—
according to a friend she looked
 
just like her sister, green bathrobe mid-afternoon,
suitcase still in the trunk.
 
She’d carried him dead for days.
Out above the reeds a sphere of birds
 
stretches and knots, rises as one
brown then belly-white. Oh the hunger
 
when it came filled every chair.
",Megan Snyder-Camp,Poetry Foundation,18.0,22.55555555555556,
                    Focus                ,"
Photograph found in the road: bejeweled hand
gripping a limp dick. All parties
suffering from lack of ambition. The hills
of Tuscany won’t dapple with sunlight,
and here it is nearly noon. She didn’t
much want the leather jacket, the vendor didn’t
really care to sell it, she hardly tried
it on, he barely praised her beauty, then
everyone wasn’t hungry and went to lunch.
The rubies won’t glow. The delayed train shrugs
on its siding. The penis appears at ease.Osteria, osteria, osteria, osteria.
I knew many words but preferred to say
the same ones over and over, like
a photographer shooting four frames
of the same subject, hoping for one in focus.
This clearly among the other three.
 
",Joel Brouwer,Poetry Foundation,19.0,35.526315789473685,
                    Grand Slam                ,"
Dreams brimming over,
childhood stretched out in legs,
this is the moment replayed on winter days
when frost covers the field,
when age steals away wishes.
Glorious sleep that seeps back there
to the glory of our baseball days.
",Marjorie Maddox,Poetry Foundation,9.0,24.666666666666668,
                    Lost in the Hospital                ,"
It’s not that I don’t like the hospital.
Those small bouquets of flowers, pert and brave.
The smell of antiseptic cleansers.
The ill, so wistful in their rooms, so true.
My friend, the one who’s dying, took me out
To where the patients go to smoke, IV’s
And oxygen in tanks attached to them—
A tiny patio for skeletons. We shared
A cigarette, which was delicious but
Too brief. I held his hand; it felt
Like someone’s keys. How beautiful it was,
The sunlight pointing down at us, as if
We were important, full of life, unbound.
I wandered for a moment where his ribs
Had made a space for me, and there, beside
The thundering waterfall of his heart,
I rubbed my eyes and thought, “I’m lost.”
",Rafael Campo,Poetry Foundation,19.0,35.526315789473685,
                    For William McN. who studied with Ezra Pound                ,"
in ten Minutes
                                           Come back: you will
        have taught me chiNese
                                        (sAtie).
                         shall I retUrn the favor?
                                          Give you
                                      otHer lessons
                                        (Ting!)?
                                         Or would you prefer
                                   sileNce?
",John Cage,Poetry Foundation,12.0,38.083333333333336,
                    Present Light                ,"
If I could
hold light
in my hand
 
I would
give it
to you
 
and watch it
become
your shadow.
",Charles Ghigna,Poetry Foundation,13.0,6.384615384615385,
                    Hunting the Cotaco Creek                ,"
His hand in hold so trigger-tight its blood
believes in ghosts. It clings with finger set
on steel and waits inside a dream of ducks.
The twilight burns into a rising arc
of eastern sky as sun reveals herself
too proud and instantly receives full-face
a splash of mallard flock. A shotgun blasts
the yellow into streaming pinks and gives
the creek its new-day taste of echoed blood.
Two green head ghosts fly through the pulse of dawn
upon a trigger’﻿s touch. The creek empties
of sound. In silence human fingers find
wet feet of web and carry in each hand
a bird whose only cry comes in color.
",Charles Ghigna,Poetry Foundation,16.0,36.375,
                    Southern Bred                ,"
In the backyard
of my father’﻿s house
a hen’﻿s warm neck
once filled the center
of my pale fist.
Her place on the stump
still wears my shadow
like a stain.
",Charles Ghigna,Poetry Foundation,10.0,14.9,
                    A Hymn for Berryman                ,"
You marched into the gray eyes of dawn
feeling older than the bones
that held their ground
like grazing, aged cattle
waiting, eyes closed to the wind,
on a winter, slaughter morning.
You searched through the fog for a sign,
but there was no sun to burn the way,
no burst of rainbow bridge
to keep you from the cattle call.
",Charles Ghigna,Poetry Foundation,12.0,26.166666666666668,
                    One Day                ,"
One day after another—
Perfect.
They all fit.
",Robert Creeley,Poetry Foundation,5.0,8.8,
                    The Tunnel                ,"
Tonight, nothing is long enough—
time isn’﻿t.
Were there a fire,
it would burn now.
 
Were there a heaven,
I would have gone long ago.
I think that light
is the final image.
 
But time reoccurs,
love—and an echo.
A time passes
love in the dark.
",Robert Creeley,Poetry Foundation,16.0,14.5,
                    Exercise 8 (12/4/00 AM)                ,"
Raise up your back like an insect on the face of the nation
He took Miss Mousie on his knee, O say
little mouse will you marry me?
Getting hair cut this morning illegally
I can’﻿t afford it
Fourteen fifteen I depend on you and roiling unlap this morn
The mind refrigerated all night
Now to clarify the broth skim off the oil & swallow it is your oil
I must have it shorter so it grows longer in unison
A glory and stern grandeur, which men silently gazed on with wonder
    and tears
",Catherine Wagner,Poetry Foundation,13.0,36.46153846153846,
                    Your Voice                ,"
Amazing the mood it's put me in.
And the sky's tint at this hour—out
on my own, occasional hum or zip
of a car, August the summer month
half the city splashes about
the Mediterranean, or north:
the beach at Donostia a jewel
—its Paseo the lip of a shell to walk.
It's hearing you what really pulls
me in, soft this interior punch,
recalling the sheen of your brow—we'd talk
with our limbs, the Liffey below, have lunch...
Re-lived this evening on the phone;
the pitch of your Dublin tone.
                              Madrid
",Francisco Aragón,Poetry Foundation,17.0,30.11764705882353,
                    john                ,"
somebody coming in blackness
like a star
and the world be a great bush
on his head
and his eyes be fire
in the city
and his mouth be true as time
 
he be calling the people brother
even in the prison
even in the jail
 
i’m just only a baptist preacher
somebody bigger than me coming
in blackness like a star
",Lucille Clifton,Poetry Foundation,17.0,17.294117647058822,
                    spring song                ,"
the green of Jesus
is breaking the ground
and the sweet
smell of delicious Jesus
is opening the house and
the dance of Jesus music
has hold of the air and
the world is turning
in the body of Jesus and
the future is possible
",Lucille Clifton,Poetry Foundation,12.0,17.916666666666668,
                    cutting greens                ,"
curling them around
i hold their bodies in obscene embrace
thinking of everything but kinship.
collards and kale
strain against each strange other
away from my kissmaking hand and
the iron bedpot.
the pot is black,
the cutting board is black,
my hand,
and just for a minute
the greens roll black under the knife,
and the kitchen twists dark on its spine
and I taste in my natural appetite
the bond of live things everywhere.
",Lucille Clifton,Poetry Foundation,17.0,24.176470588235293,
                    Birthday Lights                ,"
Light bulbs on a birthday cake.
What a difference that would make!
     Plug it in and make a wish,
     then relax and flip a switch!
No more smoke
      or waxy mess
      to bother any birthday guests.
But Grampa says, “it’s not the same!
      Where’s the magic?
       Where’s the flame?
To get your wish without a doubt,
You need to blow some candles out!”
﻿
",Calef Brown,Poetry Foundation,15.0,23.53333333333333,
                    The Boa                ,"
Just when you think you know the boa,
There’s moa and moa and moa and moa.
﻿
",Douglas Florian,Poetry Foundation,5.0,15.0,
"                    Fly, Dragonfly!                ","
Water nymph, you have
climbed from the shallows to don
your dragon-colors.
Perched on a reed stem
all night, shedding your skin, you dry
your wings in moonlight.
 
Night melts into day.
Swift birds wait to snap you up.
Fly, dragonfly! Fly!
 
﻿
",Joyce Sidman,Poetry Foundation,14.0,16.642857142857142,
                    Forest Walk                ,"
I’m practicing my
         I-belong-here
         no-twig-snap
         no-leaf-rustle
         no-branch-crack
         see-all, know-all
         float-like-fog
         like-smoke
         pine-needle-soft
         forest walk. 
No one will know I’m coming.
No one will know when I’m gone.
﻿
 
",Kristine O'Connell George,Poetry Foundation,16.0,17.75,
                    Flannel                ,"
Red and blue plaid,
pockets with buttons,
my camping shirt
is flannel, worn soft,
pine smells, campfire,
forest moss.
 
I keep it hidden
in my bottom drawer—
where no one will find it
and wash away
my memories.
﻿
",Kristine O'Connell George,Poetry Foundation,15.0,13.4,
"                    Photo of Melville; Back Room, Old Bookstore                ","
I passed him by at first. From the photograph
Peered sepia eyes, blindered, unappeased
From a lair of brows and beard: one not amazed
At anything, as if to have looked enough
Then turned aside worked best for him—as if
Night vision was the discipline that eased
The weight of what he saw. A man’s gaze posed
Too long in the sun goes blank; comes to grief.
That face could be a focus for this back room,
For pack-rat papers strewn as if in rage,
Fond notes unread: each wary eye a phial
Unstopped to let huge Melville out, to calm
The sea of pages; Melville in older age:
The grown man’s sleepy defiance of denial.
",Stephen Sandy,Poetry Foundation,16.0,37.5625,
